Hier wird die Struktur der Stahl-Control Datenbank (!SC-Entwicklung) abgebildet. Der Name der Datenbank ist Conzept C16.
Es werden Tabellen, Schlüssel, Verküpfungen und Dialoge abgebildet. Datenbank Abfragen werden immer erreicht,in dem die Dateinummer (Eindeutiger Bezeichner der Tabelle), und eine Verknüpfung über die Schlüssel angegeben wird. Ein Beispielcode um einen Datensatz aus der Tabelle 200 Mat.Materialdatei zu lesen wäre: RecRead(200, 1, 0);

Datenbank        : !@SC-Entwicklung                         10.11.2023   14:29


Nr.  Dateiname            Teile  Infos  Schl.  Verkn. DBA    Hauptdatei   Sätze
 12    12 / Rso.ErT.Datum                   Datum           8      ............
  Titel    : Rso.ErT.Datum       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 13   22 / 13

 13    13 / Rso.ErT.Zeit                    Zeit            5      ............
  Titel    : Rso.ErT.Zeit        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 14   22 / 14

 14    14 / Rso.ErT.User                    Alpha   20st.  20      ............
  Titel    : Rso.ErT.User        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 15   22 / 15



Teildatensatz Maske  :     1 / Rso.ErT.Hauptdaten


 2:Rso.ErT.Gruppe      :
 3:Rso.ErT.Resource    :
 4:Rso.ErT.WartungYN   :
 5:Rso.ErT.IHA         :
 6:Rso.ErT.Ursache     :

 7:Rso.ErT.Maánahme    :
 8:Rso.ErT.Nummer      :
 9:Rso.ErT.Artikelnr   :
10:Rso.ErT.Menge       :
11:Rso.ErT.MEH         :
12:Rso.ErT.Gesamtpreis :
13:Rso.ErT.Datum       :
14:Rso.ErT.Zeit        :
15:Rso.ErT.User        :






Datei                :   169 / Rso.IHA.Ressourcen
Teildatensatz        :     1 / Rso.Rso.Hauptdaten
  Anzahl Felder      :    17

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   Rso.Rso.Gruppe          Ganzz. (kurz)           2        0 /   0
   2   Rso.Rso.Ressource       Ganzz. (kurz)           2        0 /   0
   3   Rso.Rso.WartungYN       Logisch                 1        0 /   0
   4   Rso.Rso.IHA             Ganzz. (kurz)           2        0 /   0
   5   Rso.Rso.Ursache         Ganzz. (kurz)           2        0 /   0
   6   Rso.Rso.Maánahme        Ganzz. (kurz)           2        0 /   0
   7   Rso.Rso.Nummer          Ganzz. (kurz)           2        0 /   0
   8   Rso.Rso.ExternYN        Logisch                 1        0 /   0
   9   Rso.Rso.Adressnr        Ganzz. (lang)           4        0 /   0
  10   Rso.Rso.ZielGruppe      Ganzz. (kurz)           2        0 /   0
  11   Rso.Rso.ZielRes         Ganzz. (kurz)           2        0 /   0
  12   Rso.Rso.Datum           Datum                   4        0 /   0
  13   Rso.Rso.Zeit            Zeit                    4        0 /   0
  14   Rso.Rso.Dauer           Gleitkomma              8        0 /   0
  15   Rso.Rso.Gesamtpreis     Gleitkomma              8        0 /   0
  16   Rso.Rso.User            Alpha    20stellig     21        0 /   0
  17   Rso.Rso.Bemerkung       Alpha    64stellig     65        0 /   0

                               Gesamt                132 Bytes



Datei                :   169 / Rso.IHA.Ressourcen
Schlüssel            :     1 / Rso/Rso.Nummer
  DBA Nummer         :   194
  Anzahl Felder      :     7  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.Rso.Hauptdaten     1 / Rso.Rso.Gruppe       Ganzz. (kurz)
 2    1 / Rso.Rso.Hauptdaten     2 / Rso.Rso.Ressource    Ganzz. (kurz)
 3    1 / Rso.Rso.Hauptdaten     3 / Rso.Rso.WartungYN    Logisch
 4    1 / Rso.Rso.Hauptdaten     4 / Rso.Rso.IHA          Ganzz. (kurz)
 5    1 / Rso.Rso.Hauptdaten     5 / Rso.Rso.Ursache      Ganzz. (kurz)
 6    1 / Rso.Rso.Hauptdaten     6 / Rso.Rso.Maánahme     Ganzz. (kurz)
 7    1 / Rso.Rso.Hauptdaten     7 / Rso.Rso.Nummer       Ganzz. (kurz)



Datei                :   169 / Rso.IHA.Ressourcen
Verknüpfung          :     1 / Rso.Rso->ZielRes
  mit Datei          :   160 / Rso.Ressourcen
  über Schlüssel     :     1 / Rso/GrpNummer

    Pos  Feld                               Typ


     1     1 /   1 / Rso.Gruppe             Ganzz. (kurz)
     2     1 /   2 / Rso.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.Rso.Hauptdaten    10 / Rso.Rso.ZielGruppe   Ganzz. (kurz)
 2    1 / Rso.Rso.Hauptdaten    11 / Rso.Rso.ZielRes      Ganzz. (kurz)



Datei                :   169 / Rso.IHA.Ressourcen
Verknüpfung          :     2 / Rso.Rso->Adresse
  mit Datei          :   100 / Adr.Adressen
  über Schlüssel     :     1 / Adr/Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Adr.Nummer             Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.Rso.Hauptdaten     9 / Rso.Rso.Adressnr     Ganzz. (lang)



Datei                :   169 / Rso.IHA.Ressourcen
Teildatensatz        :     1 / Rso.Rso.Hauptdaten
  Felder             :    17
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / Rso.Rso.Gruppe                  Ganzz. (kurz)   4      ............
  Titel    : Rso.Rso.Gruppe      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / Rso.Rso.Ressource               Ganzz. (kurz)   4      ............
  Titel    : Rso.Rso.Ressource   :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / Rso.Rso.WartungYN               Logisch         1      ............
  Titel    : Rso.Rso.WartungYN   :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4

  4     4 / Rso.Rso.IHA                     Ganzz. (kurz)   4      ............
  Titel    : Rso.Rso.IHA         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / Rso.Rso.Ursache                 Ganzz. (kurz)   4      ............
  Titel    : Rso.Rso.Ursache     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / Rso.Rso.Maánahme                Ganzz. (kurz)   4      ............
  Titel    : Rso.Rso.Maánahme    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7

  7     7 / Rso.Rso.Nummer                  Ganzz. (kurz)   4      ............
  Titel    : Rso.Rso.Nummer      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  8   22 /  8


  8     8 / Rso.Rso.ExternYN                Logisch         1      ............
  Titel    : Rso.Rso.ExternYN    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  9   22 /  9

  9     9 / Rso.Rso.Adressnr                Ganzz. (lang)   8      ............
  Titel    : Rso.Rso.Adressnr    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 10   22 / 10

 10    10 / Rso.Rso.ZielGruppe              Ganzz. (kurz)   4      ............
  Titel    : Rso.Rso.ZielGruppe  :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 11   22 / 11

 11    11 / Rso.Rso.ZielRes                 Ganzz. (kurz)   4      ............
  Titel    : Rso.Rso.ZielRes     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 12   22 / 12

 12    12 / Rso.Rso.Datum                   Datum           8      ............
  Titel    : Rso.Rso.Datum       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 13   22 / 13

 13    13 / Rso.Rso.Zeit                    Zeit            5      ............
  Titel    : Rso.Rso.Zeit        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 14   22 / 14

 14    14 / Rso.Rso.Dauer                   Gleitkomma      7/  2  ............
  Titel    : Rso.Rso.Dauer       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 15   22 / 15

 15    15 / Rso.Rso.Gesamtpreis             Gleitkomma      7/  2  ............
  Titel    : Rso.Rso.Gesamtpreis :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 16   22 / 16

 16    16 / Rso.Rso.User                    Alpha   20st.  20      ............
  Titel    : Rso.Rso.User        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 17   22 / 17

 17    17 / Rso.Rso.Bemerkung               Alpha   64st.  57      ............
  Titel    : Rso.Rso.Bemerkung   :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 18   22 / 18



Teildatensatz Maske  :     1 / Rso.Rso.Hauptdaten


 2:Rso.Rso.Gruppe      :
 3:Rso.Rso.Ressource   :
 4:Rso.Rso.WartungYN   :
 5:Rso.Rso.IHA         :
 6:Rso.Rso.Ursache     :
 7:Rso.Rso.Maánahme    :
 8:Rso.Rso.Nummer      :
 9:Rso.Rso.ExternYN    :
10:Rso.Rso.Adressnr    :
11:Rso.Rso.ZielGruppe  :
12:Rso.Rso.ZielRes     :
13:Rso.Rso.Datum       :
14:Rso.Rso.Zeit        :
15:Rso.Rso.Dauer       :
16:Rso.Rso.Gesamtpreis :
17:Rso.Rso.User        :
18:Rso.Rso.Bemerkung   :







Datei                :   170 / Rso.Reservierungen
Teildatensatz        :     1 / Rso.R.Haupdaten
  Anzahl Felder      :    12

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   Rso.R.Reservierungnr    Ganzz. (lang)           4        0 /   0
   2   Rso.R.Ressource.Grp     Ganzz. (kurz)           2        0 /   0
   3   Rso.R.Ressource.Nr      Ganzz. (kurz)           2        0 /   0
   4   Rso.R.Trägertyp         Alpha     5stellig      6        0 /   0
   5   Rso.R.Trägernummer1     Ganzz. (lang)           4        0 /   0
   6   Rso.R.Trägernummer2     Ganzz. (kurz)           2        0 /   0
   7   Rso.R.Trägernummer3     Ganzz. (kurz)           2        0 /   0
   8   Rso.R.Löschmarker       Alpha     1stellig      2        0 /   0
   9   Rso.R.Dauer             Ganzz. (lang)           4        0 /   0
  10   Rso.R.Menge             Gleitkomma              8        0 /   0
  11   Rso.R.MEH               Alpha     8stellig      9        0 /   0
  12   Rso.R.DauerPost         Ganzz. (lang)           4        0 /   0

                               Gesamt                 49 Bytes



Datei                :   170 / Rso.Reservierungen
Teildatensatz        :     2 / Rso.R.Terminierung
  Anzahl Felder      :    14

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   Rso.R.Level             Ganzz. (kurz)           2        0 /   0
   2   Rso.R.MinDat.Start      Datum                   4        0 /   0
   3   Rso.R.MinZeit.Start     Zeit                    4        0 /   0
   4   Rso.R.MinDat.Ende       Datum                   4        0 /   0
   5   Rso.R.MinZeit.Ende      Zeit                    4        0 /   0
   6   Rso.R.MaxDat.Start      Datum                   4        0 /   0
   7   Rso.R.MaxZeit.Start     Zeit                    4        0 /   0
   8   Rso.R.MaxDat.Ende       Datum                   4        0 /   0
   9   Rso.R.MaxZeit.Ende      Zeit                    4        0 /   0
  10   Rso.R.Plan.StartDat     Datum                   4        0 /   0
  11   Rso.R.Plan.StartZeit    Zeit                    4        0 /   0
  12   Rso.R.Plan.EndDat       Datum                   4        0 /   0
  13   Rso.R.Plan.EndZeit      Zeit                    4        0 /   0
  14   Rso.R.Reihenfolge       Ganzz. (lang)           4        0 /   0

                               Gesamt                 54 Bytes



Datei                :   170 / Rso.Reservierungen
Schlüssel            :     1 / Rso/R.Nummer
  DBA Nummer         :  1013
  Anzahl Felder      :     1  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.R.Haupdaten        1 / Rso.R.Reservierungnr Ganzz. (lang)



Datei                :   170 / Rso.Reservierungen
Schlüssel            :     2 / Rso/R.GrpNrStartTerm
  DBA Nummer         :  1014
  Anzahl Felder      :     5
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ


 1    1 / Rso.R.Haupdaten        2 / Rso.R.Ressource.Grp  Ganzz. (kurz)
 2    1 / Rso.R.Haupdaten        3 / Rso.R.Ressource.Nr   Ganzz. (kurz)
 3    2 / Rso.R.Terminierung    10 / Rso.R.Plan.StartDat  Datum
 4    2 / Rso.R.Terminierung    11 / Rso.R.Plan.StartZeit Zeit
 5    2 / Rso.R.Terminierung    14 / Rso.R.Reihenfolge    Ganzz. (lang)



Datei                :   170 / Rso.Reservierungen
Schlüssel            :     3 / Rso/R.Träger
  DBA Nummer         :  1016
  Anzahl Felder      :     4  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.R.Haupdaten        4 / Rso.R.Trägertyp      Alpha   5st.   G
 2    1 / Rso.R.Haupdaten        5 / Rso.R.Trägernummer1  Ganzz. (lang)
 3    1 / Rso.R.Haupdaten        6 / Rso.R.Trägernummer2  Ganzz. (kurz)
 4    1 / Rso.R.Haupdaten        7 / Rso.R.Trägernummer3  Ganzz. (kurz)



Datei                :   170 / Rso.Reservierungen
Verknüpfung          :     1 / Rso.Rsv->Ressource
  mit Datei          :   160 / Rso.Ressourcen
  über Schlüssel     :     1 / Rso/GrpNummer

    Pos  Feld                               Typ

     1     1 /   1 / Rso.Gruppe             Ganzz. (kurz)
     2     1 /   2 / Rso.Nummer             Ganzz. (kurz)

  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.R.Haupdaten        2 / Rso.R.Ressource.Grp  Ganzz. (kurz)
 2    1 / Rso.R.Haupdaten        3 / Rso.R.Ressource.Nr   Ganzz. (kurz)



Datei                :   170 / Rso.Reservierungen
Verknüpfung          :     2 / Rso.Rsv->Vorgänger
  mit Datei          :   171 / Rso.R.Verbindungen
  über Schlüssel     :     2 / Rso/R.NachVor

    Pos  Feld                               Typ

     1     1 /   2 / Rso.R.V.Nachfolger     Ganzz. (lang)
     2     1 /   1 / Rso.R.V.Vorgänger      Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.R.Haupdaten        1 / Rso.R.Reservierungnr Ganzz. (lang)



Datei                :   170 / Rso.Reservierungen
Verknüpfung          :     3 / Rso.Rsv->Nachfolger
  mit Datei          :   171 / Rso.R.Verbindungen
  über Schlüssel     :     1 / Rso/R.VorNach

    Pos  Feld                               Typ


     1     1 /   1 / Rso.R.V.Vorgänger      Ganzz. (lang)
     2     1 /   2 / Rso.R.V.Nachfolger     Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.R.Haupdaten        1 / Rso.R.Reservierungnr Ganzz. (lang)



Datei                :   170 / Rso.Reservierungen
Teildatensatz        :     1 / Rso.R.Haupdaten
  Felder             :    11
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / Rso.R.Reservierungnr            Ganzz. (lang)   8      ............
  Titel    : Rso.R.Reservierungnr:
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / Rso.R.Ressource.Grp             Ganzz. (kurz)   4      ............
  Titel    : Rso.R.Ressource.Grp :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / Rso.R.Ressource.Nr              Ganzz. (kurz)   4      ............
  Titel    : Rso.R.Ressource.Nr  :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4

  4     4 / Rso.R.Trägertyp                 Alpha    5st.   5      ............
  Titel    : Rso.R.Trägertyp     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / Rso.R.Trägernummer1             Ganzz. (lang)   8      ............
  Titel    : Rso.R.Trägernummer1 :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / Rso.R.Trägernummer2             Ganzz. (kurz)   4      ............
  Titel    : Rso.R.Trägernummer2 :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7

  7     7 / Rso.R.Trägernummer3             Ganzz. (kurz)   4      ............
  Titel    : Rso.R.Trägernummer3 :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  8   22 /  8

  8     8 / Rso.R.Löschmarker               Alpha    1st.   1      ............
  Titel    : Rso.R.Löschmarker   :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  9   22 /  9

  9     9 / Rso.R.Dauer                     Ganzz. (lang)   7/  2  ............
  Titel    : Rso.R.Dauer         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 10   22 / 10

 10    10 / Rso.R.Menge                     Gleitkomma      7/  2  ............
  Titel    : Rso.R.Menge         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 11   22 / 11

 11    11 / Rso.R.MEH                       Alpha    8st.   8      ............
  Titel    : Rso.R.MEH           :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 / 12   22 / 12




Teildatensatz Maske  :     1 / Rso.R.Haupdaten


 2:Rso.R.Reservierungnr:
 3:Rso.R.Ressource.Grp :
 4:Rso.R.Ressource.Nr  :
 5:Rso.R.Trägertyp     :
 6:Rso.R.Trägernummer1 :
 7:Rso.R.Trägernummer2 :
 8:Rso.R.Trägernummer3 :
 9:Rso.R.Löschmarker   :
10:Rso.R.Dauer         :
11:Rso.R.Menge         :
12:Rso.R.MEH           :



Datei                :   170 / Rso.Reservierungen
Teildatensatz        :     2 / Rso.R.Terminierung
  Felder             :     0
  Texte              :     0
  Eingabeseite       :     2
  Fensterebene       :     0






Datei                :   171 / Rso.R.Verbindungen
Teildatensatz        :     1 / Rso.R.V.Hauptdaten
  Anzahl Felder      :     3

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   Rso.R.V.Vorgänger       Ganzz. (lang)           4        0 /   0
   2   Rso.R.V.Nachfolger      Ganzz. (lang)           4        0 /   0
   3   Rso.R.V.Anzahl          Ganzz. (lang)           4        0 /   0

                               Gesamt                 12 Bytes



Datei                :   171 / Rso.R.Verbindungen
Schlüssel            :     1 / Rso/R.VorNach
  DBA Nummer         :  1017
  Anzahl Felder      :     2  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.R.V.Hauptdaten     1 / Rso.R.V.Vorgänger    Ganzz. (lang)
 2    1 / Rso.R.V.Hauptdaten     2 / Rso.R.V.Nachfolger   Ganzz. (lang)



Datei                :   171 / Rso.R.Verbindungen
Schlüssel            :     2 / Rso/R.NachVor
  DBA Nummer         :  1018
  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.R.V.Hauptdaten     2 / Rso.R.V.Nachfolger   Ganzz. (lang)
 2    1 / Rso.R.V.Hauptdaten     1 / Rso.R.V.Vorgänger    Ganzz. (lang)



Datei                :   171 / Rso.R.Verbindungen
Verknüpfung          :     1 / Rso.R.V->Vorgänger
  mit Datei          :   170 / Rso.Reservierungen
  über Schlüssel     :     1 / Rso/R.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Rso.R.Reservierungnr   Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.R.V.Hauptdaten     1 / Rso.R.V.Vorgänger    Ganzz. (lang)



Datei                :   171 / Rso.R.Verbindungen
Verknüpfung          :     2 / Rso.R.V->Nachfolger
  mit Datei          :   170 / Rso.Reservierungen
  über Schlüssel     :     1 / Rso/R.Nummer

    Pos  Feld                               Typ

     1     1 /   1 / Rso.R.Reservierungnr   Ganzz. (lang)

  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Rso.R.V.Hauptdaten     2 / Rso.R.V.Nachfolger   Ganzz. (lang)



Datei                :   171 / Rso.R.Verbindungen
Teildatensatz        :     1 / Rso.R.V.Hauptdaten
  Felder             :     3
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0
